id	localidad	secc_codigo	x2022	x2019	diff2019
3003801012	Torres de Cotillas, Las	sección 01012	19250	16450	
3003801013	Torres de Cotillas, Las	sección 01013	17850	15050	
3003801014	Torres de Cotillas, Las	sección 01014	16450	15050	
3003801015	Torres de Cotillas, Las	sección 01015	17150	14350	
3003801016	Torres de Cotillas, Las	sección 01016	14350	14350	
3003801017	Torres de Cotillas, Las	sección 01017	15050	12950	
3003801018	Torres de Cotillas, Las	sección 01018	15750	14350	
3003801019	Torres de Cotillas, Las	sección 01019	16450	14350	
3003801020	Torres de Cotillas, Las	sección 01020	12250	11550	
3003901001	Totana	sección 01001	13650	13650	
3003901002	Totana	sección 01002	13650	12250	
3003901003	Totana	sección 01003	13650	12250	
3003901004	Totana	sección 01004	15050	13650	
3003901005	Totana	sección 01005	14350	12950	
3003901006	Totana	sección 01006	15750	13650	
3003901007	Totana	sección 01007	14350	12950	
3003901008	Totana	sección 01008	15050	14350	
3003901009	Totana	sección 01009	14350	12950	
3003901010	Totana	sección 01010	18550	16450	
3003901011	Totana	sección 01011	15050	13650	
3003901012	Totana	sección 01012	14350	12950	
3003901013	Totana	sección 01013	15050	13650	
3003901014	Totana	sección 01014	15050	13650	
3003901015	Totana	sección 01015	16450	15050	
3003901016	Totana	sección 01016	14350	12250	
3003901017	Totana	sección 01017	14350	12950	
3003901018	Totana	sección 01018	14350	12950	
3003901019	Totana	sección 01019	13650	12950	
3003901020	Totana	sección 01020	14350	12950	
3003901021	Totana	sección 01021	15400	14350	
3003901022	Totana	sección 01022	15750	13650	
3003901023	Totana	sección 01023	13650	12250	
3003901024	Totana	sección 01024	14350	13650	
3003901025	Totana	sección 01025	15050	13650	
3003901026	Totana	sección 01026	14350	13650	
3003901027	Totana	sección 01027	15050	13650	
3004001001	Ulea	sección 01001	15750	14350	
3004101001	Unión, La	sección 01001	12950	12250	
3004101002	Unión, La	sección 01002	12950	11900	
3004101003	Unión, La	sección 01003	15050	13650	
3004101004	Unión, La	sección 01004	14350	12950	
3004101005	Unión, La	sección 01005	13650	12950	
3004101006	Unión, La	sección 01006	13650	12950	
3004102001	Unión, La	sección 02001	11550	10850	
3004103001	Unión, La	sección 03001	13650	12250	
3004103002	Unión, La	sección 03002	17150	15050	
3004103003	Unión, La	sección 03003	17150	15750	
3004104001	Unión, La	sección 04001	11550	10850	
3004104002	Unión, La	sección 04002	12950	10850	
3004104003	Unión, La	sección 04003	15050	13650	
3004104004	Unión, La	sección 04004	13650	12250	
3004106001	Unión, La	sección 06001	15050	13650	
3004201001	Villanueva del Río Segura	sección 01001	13650	12950	
3004201002	Villanueva del Río Segura	sección 01002	15050	14350	
3004301001	Yecla	sección 01001	12950	11550	
3004301002	Yecla	sección 01002	12950	11550	
3004301003	Yecla	sección 01003	12250	11550	
3004301004	Yecla	sección 01004	12950	10850	
3004301005	Yecla	sección 01005	13650	12250	
3004301006	Yecla	sección 01006	13650	11550	
3004301007	Yecla	sección 01007	14350	12950	
3004301008	Yecla	sección 01008	16450	14350	
3004301009	Yecla	sección 01009	15050	13650	
3004301010	Yecla	sección 01010	15750	15050	
3004301011	Yecla	sección 01011	14350	13650	
3004301012	Yecla	sección 01012	13650	12250	
3004301013	Yecla	sección 01013	14350	12950	
3004301014	Yecla	sección 01014	15050	12950	
3004301015	Yecla	sección 01015	15050	13650	
3004301016	Yecla	sección 01016	15750	14350	
3004301017	Yecla	sección 01017	15050	13650	
3004301018	Yecla	sección 01018	15750	13650	
3004301019	Yecla	sección 01019	15750	12950	
3004301020	Yecla	sección 01020	15050	12950	
3004301021	Yecla	sección 01021	14000	12250	
3004301022	Yecla	sección 01022	13650	11550	
3004301023	Yecla	sección 01023	14350	12950	
3004301024	Yecla	sección 01024	15050	12950	
3004301025	Yecla	sección 01025	15050	14350	
3004301026	Yecla	sección 01026	15050	12950	
3004301027	Yecla	sección 01027	14350	12950	
3004301028	Yecla	sección 01028	13650	11550	
3004301029	Yecla	sección 01029	16450	15050	
3004301030	Yecla	sección 01030	15050	13650	
3004301031	Yecla	sección 01031	17150		
3090101001	Santomera	sección 01001	15050	13650	
3090101002	Santomera	sección 01002	12950	12250	
3090101003	Santomera	sección 01003	13650	12250	
3090101004	Santomera	sección 01004	15050	14350	
3090101005	Santomera	sección 01005	16450	15050	
3090101006	Santomera	sección 01006	15750	14350	
3090101007	Santomera	sección 01007	17850	15050	
3090101008	Santomera	sección 01008	14350	12250	
3090101009	Santomera	sección 01009	17150	15750	
3090101010	Santomera	sección 01010	13650	12250	
3090101011	Santomera	sección 01011	17150	14350	
3090101012	Santomera	sección 01012	14350	12950	
3090101013	Santomera	sección 01013	14350	12950	
3090201001	Alcázares, Los	sección 01001	16450	15050	
3090201002	Alcázares, Los	sección 01002	12950	12950	
3090201003	Alcázares, Los	sección 01003	12250	10850	
3090201004	Alcázares, Los	sección 01004	13650	12950	
3090201005	Alcázares, Los	sección 01005	13650	12250	
3090201006	Alcázares, Los	sección 01006	13650	12950	
3090201007	Alcázares, Los	sección 01007	13650	12250	
3090201008	Alcázares, Los	sección 01008	12250	12250	
3090201009	Alcázares, Los	sección 01009	11550	10850	
